location,bedrooms,bathrooms,area,price
Bahria Town,4,5,18 Marla,45005048
F-10,4,6,31 Marla,139664329
F-10,8,8,36 Marla,178773140
G-13,8,9,29 Marla,82412515
F-10,8,8,37 Marla,195370736
DHA Phase 2,6,6,37 Marla,124029190
G-13,8,9,18 Marla,58328843
G-13,4,5,14 Marla,44203172
G-13,7,9,36 Marla,101283587
G-13,7,8,20 Marla,64559852
Bahria Town,7,7,19 Marla,51415277
Bahria Town,9,10,17 Marla,53340165
G-13,4,6,8 Marla,24787739
G-13,9,10,18 Marla,52827858
Bahria Town,2,4,6 Marla,17260024
Bahria Town,4,4,13 Marla,35276395
Bahria Town,4,6,35 Marla,82767690
Bahria Town,8,8,27 Marla,72685099
G-13,8,9,22 Marla,64024566
G-13,3,4,13 Marla,36872885
Bahria Town,4,5,35 Marla,83257353
DHA Phase 2,7,7,27 Marla,89925128
Bahria Town,6,7,22 Marla,53204262
DHA Phase 2,6,8,10 Marla,40574036
DHA Phase 2,4,6,40 Marla,129677650
F-10,8,8,35 Marla,183796091
Bahria Town,6,6,13 Marla,38781159
G-13,5,5,26 Marla,78249582
G-13,9,9,21 Marla,71751572
F-10,8,9,36 Marla,189191841
G-13,5,5,18 Marla,48439148
F-10,4,5,7 Marla,37402852
G-13,5,6,33 Marla,90131334
G-13,4,4,39 Marla,113190653
DHA Phase 2,5,7,40 Marla,132187578
F-10,7,9,26 Marla,130718469
Bahria Town,5,7,28 Marla,69214685
DHA Phase 2,8,9,32 Marla,100081314
G-13,6,6,23 Marla,63819894
F-10,5,5,32 Marla,159679281
Bahria Town,4,5,35 Marla,88513035
Bahria Town,4,6,18 Marla,41869688
Bahria Town,6,8,28 Marla,77625621
DHA Phase 2,5,7,17 Marla,58696208
F-10,8,9,28 Marla,132799507
Bahria Town,5,6,11 Marla,31716575
G-13,6,6,17 Marla,51424830
G-13,8,8,16 Marla,52192809
F-10,4,5,5 Marla,29923405
G-13,4,4,5 Marla,16742182
Bahria Town,4,4,17 Marla,46693175
G-13,9,11,33 Marla,98765219
G-13,8,8,24 Marla,77993927
DHA Phase 2,7,9,21 Marla,70554309
F-10,2,3,6 Marla,32363950
G-13,5,6,11 Marla,36811224
F-10,9,10,20 Marla,95980943
Bahria Town,4,5,21 Marla,49165307
G-13,5,5,8 Marla,26106873
Bahria Town,5,5,32 Marla,71505232
DHA Phase 2,4,6,6 Marla,22802509
Bahria Town,4,6,7 Marla,19765135
F-10,4,4,9 Marla,42842103
Bahria Town,7,9,36 Marla,84677724
F-10,7,9,17 Marla,88935464
Bahria Town,9,9,25 Marla,65958922
G-13,4,4,19 Marla,57716026
F-10,5,5,33 Marla,159041238
G-13,4,4,20 Marla,59793862
DHA Phase 2,6,8,15 Marla,57081805
G-13,6,6,13 Marla,39386448
F-10,4,6,29 Marla,130992764
G-13,3,5,5 Marla,15937227
G-13,7,9,31 Marla,83673690
Bahria Town,4,6,10 Marla,27143554
G-13,4,4,29 Marla,75452156
DHA Phase 2,6,6,10 Marla,41524059
G-13,6,7,30 Marla,88509701
G-13,4,5,13 Marla,35322532
F-10,5,6,38 Marla,163919503
Bahria Town,8,10,20 Marla,60329357
Bahria Town,9,11,20 Marla,61485832
Bahria Town,7,8,23 Marla,56526950
DHA Phase 2,4,6,29 Marla,83988414
Bahria Town,6,7,29 Marla,78722005
DHA Phase 2,4,6,13 Marla,48570607
G-13,3,4,7 Marla,22539970
G-13,7,7,26 Marla,69209992
G-13,6,6,11 Marla,38222797
G-13,8,10,39 Marla,115436991
Bahria Town,4,6,16 Marla,43153371
G-13,3,5,11 Marla,30833758
Bahria Town,5,7,8 Marla,22630745
F-10,5,6,7 Marla,38388548
F-10,5,7,22 Marla,98462146
G-13,8,10,21 Marla,64975458
F-10,4,6,39 Marla,170049524
G-13,8,10,27 Marla,76736871
DHA Phase 2,6,7,30 Marla,104150532
F-10,4,6,25 Marla,121581729
F-10,9,11,32 Marla,172084185
Bahria Town,5,5,37 Marla,87628324
G-13,6,6,9 Marla,33742068
Bahria Town,5,6,38 Marla,99142120
F-10,5,5,14 Marla,74101134
F-10,5,5,31 Marla,150900191
F-10,4,4,8 Marla,42262918
F-10,7,7,18 Marla,90284774
DHA Phase 2,8,9,16 Marla,57926504
F-10,4,4,22 Marla,95788321
G-13,7,7,20 Marla,66272539
DHA Phase 2,8,8,32 Marla,107168740
F-10,6,8,17 Marla,90899979
Bahria Town,3,4,11 Marla,28289827
F-10,6,6,21 Marla,100359862
F-10,8,8,21 Marla,114582887
DHA Phase 2,7,9,29 Marla,96813343
Bahria Town,6,6,13 Marla,36296991
F-10,6,6,27 Marla,137556847
G-13,8,9,38 Marla,107792552
Bahria Town,4,5,13 Marla,35212414
DHA Phase 2,8,10,38 Marla,125406018
G-13,8,10,28 Marla,87472869
G-13,4,5,21 Marla,59036424
F-10,4,6,20 Marla,103982183
F-10,6,6,11 Marla,52814003
G-13,5,6,30 Marla,74420653
F-10,4,5,16 Marla,73890024
G-13,9,11,33 Marla,98427608
Bahria Town,4,4,25 Marla,59807535
G-13,8,8,16 Marla,53765394
F-10,8,8,21 Marla,111547352
DHA Phase 2,6,8,29 Marla,101917307
F-10,6,6,22 Marla,100780104
Bahria Town,4,6,5 Marla,16880051
F-10,4,4,28 Marla,121216135
DHA Phase 2,9,10,32 Marla,109705703
Bahria Town,8,9,19 Marla,51945363
Bahria Town,3,5,6 Marla,17800863
F-10,8,9,40 Marla,188079952
G-13,4,4,5 Marla,17791400
DHA Phase 2,6,7,9 Marla,36543900
Bahria Town,8,10,37 Marla,88169112
F-10,4,4,21 Marla,100914783
F-10,9,10,22 Marla,104780839
DHA Phase 2,3,3,5 Marla,18348800
DHA Phase 2,7,7,21 Marla,69210961
F-10,6,8,26 Marla,137438279
Bahria Town,8,9,25 Marla,69142448
Bahria Town,7,9,36 Marla,90368940
Bahria Town,5,6,40 Marla,102384233
Bahria Town,5,6,12 Marla,32757079
DHA Phase 2,8,10,29 Marla,95803327
G-13,3,5,11 Marla,34909676
DHA Phase 2,7,7,28 Marla,93768822
Bahria Town,6,7,34 Marla,83292464
DHA Phase 2,5,5,23 Marla,76239565
G-13,8,8,39 Marla,110879874
DHA Phase 2,6,6,24 Marla,86531307
G-13,3,3,14 Marla,40503452
F-10,4,5,19 Marla,85116501
Bahria Town,6,6,40 Marla,100553296
G-13,6,8,14 Marla,45059935
F-10,4,4,37 Marla,170055867
F-10,7,9,37 Marla,184054259
G-13,4,5,5 Marla,17714616
Bahria Town,3,3,10 Marla,26301123
F-10,3,5,10 Marla,46242262
G-13,5,7,14 Marla,40790773
Bahria Town,8,8,27 Marla,78117667
F-10,4,5,5 Marla,26389578
F-10,9,9,27 Marla,134527156
Bahria Town,9,10,36 Marla,95243382
Bahria Town,5,5,38 Marla,82163695
G-13,7,7,19 Marla,61978335
G-13,7,9,18 Marla,56035463
F-10,9,9,40 Marla,205585232
F-10,8,8,19 Marla,92589993
F-10,6,6,34 Marla,166976318
DHA Phase 2,4,4,7 Marla,25262777
G-13,4,6,15 Marla,39205176
DHA Phase 2,4,5,10 Marla,35206857
G-13,8,9,30 Marla,94934195
DHA Phase 2,5,6,12 Marla,43676877
Bahria Town,8,8,33 Marla,83707920
Bahria Town,6,7,24 Marla,65599056
G-13,4,4,13 Marla,39368749
G-13,9,11,28 Marla,82285090
F-10,5,6,39 Marla,191641669
G-13,4,4,16 Marla,45963522
Bahria Town,6,8,14 Marla,40540597
F-10,4,4,36 Marla,170940807
Bahria Town,9,9,28 Marla,78506035
G-13,7,8,38 Marla,112706041
F-10,7,7,36 Marla,186670528
F-10,6,7,28 Marla,142714429
Bahria Town,5,7,7 Marla,20731828
DHA Phase 2,3,5,11 Marla,40937150
G-13,5,6,14 Marla,44984689
DHA Phase 2,4,6,7 Marla,29023564
F-10,4,6,5 Marla,31275914
Bahria Town,5,7,38 Marla,99526661
F-10,5,7,24 Marla,124327880
DHA Phase 2,9,11,36 Marla,128578556
Bahria Town,8,8,18 Marla,48438649
G-13,7,7,28 Marla,79974198
F-10,6,6,11 Marla,64317925
DHA Phase 2,4,4,10 Marla,35855418
G-13,5,7,14 Marla,38353709
DHA Phase 2,4,4,26 Marla,81277267
Bahria Town,3,3,10 Marla,28035932
DHA Phase 2,6,7,14 Marla,55787638
F-10,4,6,36 Marla,167636730
DHA Phase 2,4,6,31 Marla,92450863
G-13,4,6,32 Marla,81367666
G-13,4,4,27 Marla,80843114
G-13,9,10,32 Marla,86197973
DHA Phase 2,6,8,7 Marla,27596593
DHA Phase 2,4,6,38 Marla,121833040
DHA Phase 2,6,6,40 Marla,117458142
DHA Phase 2,5,5,16 Marla,60930838
G-13,3,4,7 Marla,20904400
G-13,9,11,27 Marla,80764574
DHA Phase 2,8,8,23 Marla,83002011
Bahria Town,8,10,30 Marla,76625251
Bahria Town,4,5,12 Marla,32531805
G-13,7,7,24 Marla,74907978
DHA Phase 2,8,10,25 Marla,95477177
G-13,4,5,19 Marla,54623947
F-10,6,7,23 Marla,113847788
G-13,5,6,40 Marla,116746574
DHA Phase 2,8,9,30 Marla,109279946
DHA Phase 2,4,6,32 Marla,106784226
G-13,4,4,35 Marla,99102811
G-13,9,10,25 Marla,78577147
G-13,6,8,21 Marla,65999551
G-13,4,6,26 Marla,74316944
Bahria Town,8,8,27 Marla,65363980
F-10,4,4,15 Marla,72044929
Bahria Town,4,5,5 Marla,16951353
F-10,4,4,17 Marla,77135262
DHA Phase 2,3,5,6 Marla,23507493
Bahria Town,9,9,38 Marla,102681406
F-10,8,9,24 Marla,108446967
Bahria Town,5,7,29 Marla,66654432
F-10,7,9,32 Marla,142203265
G-13,6,8,34 Marla,88435406
Bahria Town,4,5,31 Marla,80697274
G-13,2,3,5 Marla,13990654
G-13,4,6,15 Marla,40813902
G-13,6,8,32 Marla,92013518
F-10,4,6,21 Marla,103698852
Bahria Town,7,7,32 Marla,84855610
DHA Phase 2,6,7,12 Marla,42902715
Bahria Town,7,7,27 Marla,75441990
DHA Phase 2,4,5,19 Marla,63912303
G-13,9,9,16 Marla,49109671
DHA Phase 2,5,5,13 Marla,45891087
DHA Phase 2,6,8,34 Marla,108230117
G-13,4,5,21 Marla,59973481
DHA Phase 2,5,7,25 Marla,87413911
F-10,5,7,33 Marla,161507083
G-13,5,5,22 Marla,57983578
Bahria Town,4,4,12 Marla,32795677
G-13,4,4,6 Marla,19845711
DHA Phase 2,4,6,9 Marla,30825020
Bahria Town,9,11,39 Marla,90585797
Bahria Town,8,9,21 Marla,60694701
DHA Phase 2,4,6,38 Marla,131486878
Bahria Town,6,8,8 Marla,25960624
G-13,6,6,10 Marla,35159405
F-10,6,7,8 Marla,46074339
DHA Phase 2,7,9,15 Marla,57114369
Bahria Town,4,6,38 Marla,88650875
F-10,9,10,25 Marla,122769233
Bahria Town,4,4,23 Marla,59943069
DHA Phase 2,6,8,38 Marla,122023885
DHA Phase 2,7,8,21 Marla,79283004
DHA Phase 2,6,7,9 Marla,35394178
G-13,4,4,29 Marla,71498917
Bahria Town,8,9,21 Marla,54856460
DHA Phase 2,8,9,37 Marla,125737859
F-10,7,9,20 Marla,91711347
DHA Phase 2,9,10,39 Marla,139692475
DHA Phase 2,9,10,17 Marla,64253938
Bahria Town,8,10,30 Marla,76783191
Bahria Town,4,5,17 Marla,43619360
G-13,8,10,22 Marla,67687680
G-13,5,7,12 Marla,36435554
Bahria Town,2,2,5 Marla,14924654
G-13,7,7,20 Marla,55412014
F-10,8,8,24 Marla,124710724
Bahria Town,7,9,23 Marla,56655873
F-10,4,6,11 Marla,56062674
DHA Phase 2,3,3,8 Marla,26118948
F-10,6,7,25 Marla,124393534
Bahria Town,5,5,8 Marla,26018465
F-10,9,10,30 Marla,146838079
F-10,7,9,33 Marla,153792957
DHA Phase 2,6,7,29 Marla,87030290
G-13,4,4,10 Marla,28131072
F-10,8,9,40 Marla,206266198
F-10,9,11,28 Marla,135076473
DHA Phase 2,7,7,22 Marla,81384193
DHA Phase 2,3,5,11 Marla,35092800
G-13,5,5,7 Marla,26043568
F-10,7,7,17 Marla,82132141
F-10,6,8,32 Marla,144637647
DHA Phase 2,7,7,33 Marla,100743038
G-13,5,6,11 Marla,35575345
Bahria Town,4,6,23 Marla,58093370
F-10,5,5,38 Marla,161562706
G-13,6,7,24 Marla,71426089
F-10,8,9,35 Marla,156094403
DHA Phase 2,5,7,14 Marla,46097659
F-10,5,7,17 Marla,91983904
Bahria Town,6,6,22 Marla,54780902
DHA Phase 2,9,11,31 Marla,98558341
F-10,7,8,28 Marla,144873294
G-13,9,11,26 Marla,81591126
Bahria Town,3,5,9 Marla,22472827
Bahria Town,5,7,17 Marla,42487121
F-10,9,10,39 Marla,202569174
F-10,4,6,40 Marla,188036587
Bahria Town,6,7,22 Marla,60098164
F-10,9,11,20 Marla,109361282
Bahria Town,9,10,17 Marla,46284324
F-10,5,7,16 Marla,75937758
F-10,5,5,10 Marla,53197513
F-10,4,4,34 Marla,155470958
Bahria Town,4,5,11 Marla,30498437
DHA Phase 2,7,7,25 Marla,90939201
Bahria Town,6,8,10 Marla,29515873
DHA Phase 2,8,10,23 Marla,81023428
Bahria Town,4,6,38 Marla,87971967
Bahria Town,9,9,18 Marla,50192660
G-13,6,8,36 Marla,94064887
G-13,4,6,5 Marla,16883147
Bahria Town,3,3,11 Marla,27980953
G-13,9,9,25 Marla,69190765
F-10,8,8,16 Marla,75657553
G-13,4,6,10 Marla,32976932
DHA Phase 2,4,4,21 Marla,69138388
G-13,4,4,31 Marla,85279103
DHA Phase 2,6,7,34 Marla,120770363
DHA Phase 2,5,6,12 Marla,43604005
G-13,5,5,31 Marla,90651690
Bahria Town,8,9,39 Marla,99991769
F-10,8,8,28 Marla,125463203
Bahria Town,8,10,38 Marla,90699382
F-10,5,6,16 Marla,83022819
G-13,5,7,11 Marla,31932338
G-13,9,9,32 Marla,99339116
G-13,4,4,12 Marla,38651308
F-10,8,10,28 Marla,143633656
Bahria Town,3,4,8 Marla,20042851
DHA Phase 2,7,7,34 Marla,119571297
DHA Phase 2,5,7,13 Marla,49956447
G-13,8,9,40 Marla,112317659
F-10,5,6,40 Marla,186313065
DHA Phase 2,9,9,37 Marla,113435043
F-10,3,3,9 Marla,44179561
Bahria Town,7,8,39 Marla,101978419
F-10,3,3,6 Marla,30699846
G-13,9,11,28 Marla,88861735
DHA Phase 2,7,9,20 Marla,70272911
Bahria Town,4,4,37 Marla,92110766
Bahria Town,9,10,35 Marla,98198937
Bahria Town,6,6,27 Marla,62577012
F-10,8,8,28 Marla,142569237
Bahria Town,7,9,26 Marla,68072796
DHA Phase 2,4,5,37 Marla,113324207
F-10,5,6,34 Marla,155978233
DHA Phase 2,9,9,29 Marla,102836445
F-10,4,6,38 Marla,181231107
Bahria Town,4,5,11 Marla,30170077
G-13,5,5,33 Marla,94345347
G-13,5,6,14 Marla,42110711
Bahria Town,5,6,13 Marla,35791476
F-10,4,5,7 Marla,38537210
G-13,8,8,20 Marla,61358596
G-13,5,6,31 Marla,79488957
F-10,8,9,24 Marla,110267513
DHA Phase 2,9,9,39 Marla,131635112
DHA Phase 2,5,7,12 Marla,39592204
F-10,3,5,7 Marla,35237449
DHA Phase 2,5,7,15 Marla,55758375
G-13,9,9,39 Marla,111235257
G-13,4,4,16 Marla,50593280
Bahria Town,9,9,18 Marla,51704636
G-13,6,7,14 Marla,44129904
Bahria Town,5,7,29 Marla,65345909
Bahria Town,5,6,22 Marla,55982787
G-13,9,9,21 Marla,71990368
Bahria Town,4,5,7 Marla,19277623
Bahria Town,4,4,33 Marla,81553101
G-13,2,3,5 Marla,15241229
F-10,4,6,19 Marla,88922622
Bahria Town,3,4,12 Marla,28837196
DHA Phase 2,4,6,33 Marla,104146642
DHA Phase 2,5,7,11 Marla,38042988
G-13,5,6,25 Marla,70559501
Bahria Town,5,5,13 Marla,33509067
G-13,9,11,26 Marla,75158449
F-10,7,8,37 Marla,172308260
G-13,8,9,23 Marla,67066967
F-10,3,5,8 Marla,43501601
Bahria Town,8,10,32 Marla,85767228
DHA Phase 2,9,10,33 Marla,116452320
Bahria Town,9,10,15 Marla,50252941
Bahria Town,5,5,32 Marla,77367145
F-10,4,4,24 Marla,118001524
F-10,5,5,24 Marla,113953740
F-10,2,4,6 Marla,27350968
DHA Phase 2,8,9,34 Marla,105223075
Bahria Town,7,9,15 Marla,41656022
DHA Phase 2,9,9,34 Marla,112283310
DHA Phase 2,4,4,6 Marla,25387384
G-13,4,5,32 Marla,84504251
Bahria Town,4,6,28 Marla,69290147
F-10,4,4,32 Marla,163088961
Bahria Town,4,5,5 Marla,15382214
DHA Phase 2,7,9,15 Marla,50926447
Bahria Town,4,6,7 Marla,20372818
G-13,7,9,25 Marla,75941887
G-13,7,9,39 Marla,103220435
DHA Phase 2,4,4,7 Marla,25871553
Bahria Town,4,4,5 Marla,15361585
Bahria Town,8,10,24 Marla,61637498
Bahria Town,6,8,34 Marla,91361350
Bahria Town,4,5,14 Marla,35185686
Bahria Town,4,6,27 Marla,69647854
G-13,9,10,18 Marla,53971244
F-10,5,5,16 Marla,76236223
Bahria Town,7,7,29 Marla,80633956
F-10,3,3,6 Marla,33689066
DHA Phase 2,6,8,9 Marla,35483833
G-13,6,7,15 Marla,51078009
F-10,9,11,23 Marla,117507402
DHA Phase 2,9,9,25 Marla,94885221
G-13,7,7,24 Marla,69590573
Bahria Town,3,4,6 Marla,19318554
F-10,9,11,34 Marla,164006395
F-10,5,7,13 Marla,61642906
G-13,6,8,18 Marla,49054116
G-13,7,7,40 Marla,107239576
G-13,5,6,35 Marla,90150717
G-13,5,7,25 Marla,65354744
G-13,5,5,10 Marla,30223003
DHA Phase 2,3,4,5 Marla,21195858
Bahria Town,4,6,15 Marla,37486378
Bahria Town,5,5,25 Marla,68188150
F-10,5,6,11 Marla,51549777
DHA Phase 2,7,8,32 Marla,109035698
Bahria Town,7,9,20 Marla,54304316
Bahria Town,3,4,6 Marla,17652532
Bahria Town,5,5,27 Marla,66753159
Bahria Town,5,5,15 Marla,38558104
G-13,7,8,36 Marla,106154498
F-10,9,9,39 Marla,200026647
DHA Phase 2,5,7,19 Marla,62810774
G-13,9,9,22 Marla,75162004
DHA Phase 2,3,3,13 Marla,40827035
G-13,5,5,12 Marla,38364076
G-13,5,7,8 Marla,26741950
F-10,6,8,15 Marla,71393955
DHA Phase 2,9,10,36 Marla,120218665
Bahria Town,5,5,14 Marla,39118176
G-13,9,10,28 Marla,83442510
DHA Phase 2,6,7,14 Marla,51157955
DHA Phase 2,9,11,35 Marla,129434444
F-10,5,7,35 Marla,170764640
Bahria Town,9,9,29 Marla,80431453
G-13,4,5,7 Marla,25063793
Bahria Town,5,6,14 Marla,41476607
DHA Phase 2,6,8,39 Marla,130742475
F-10,8,10,24 Marla,119095086
Bahria Town,5,7,11 Marla,31438667
DHA Phase 2,6,8,8 Marla,31963305
DHA Phase 2,8,8,36 Marla,111248636
Bahria Town,8,10,28 Marla,68124802
G-13,7,8,35 Marla,91934530
F-10,6,7,34 Marla,158709577
G-13,5,6,10 Marla,29734271
DHA Phase 2,6,6,38 Marla,125391922
DHA Phase 2,6,8,11 Marla,40600606
G-13,7,7,20 Marla,55423054
DHA Phase 2,3,5,5 Marla,21316373
Bahria Town,9,9,22 Marla,60865298
F-10,6,7,31 Marla,160821147
F-10,6,8,29 Marla,152568510
Bahria Town,9,10,28 Marla,73183728
G-13,6,6,14 Marla,44037331
F-10,8,8,29 Marla,141792045
DHA Phase 2,9,11,36 Marla,115603899
DHA Phase 2,9,9,25 Marla,86172185
F-10,8,9,19 Marla,99363237
G-13,4,5,37 Marla,106489541
DHA Phase 2,4,6,8 Marla,30159780
DHA Phase 2,3,5,11 Marla,36114812
G-13,8,9,32 Marla,91976101
G-13,5,6,12 Marla,34706578
Bahria Town,3,4,13 Marla,33506874
Bahria Town,9,9,37 Marla,102857392
F-10,7,7,38 Marla,171944531
Bahria Town,8,10,29 Marla,72687086
G-13,6,6,37 Marla,97631408
G-13,5,5,9 Marla,31662280
DHA Phase 2,4,5,6 Marla,24157583
Bahria Town,8,8,16 Marla,48219222
G-13,5,7,16 Marla,49214387
F-10,5,7,25 Marla,118031387
Bahria Town,7,9,16 Marla,41325079
F-10,5,6,29 Marla,144431140
Bahria Town,2,3,6 Marla,15758491
Bahria Town,6,6,27 Marla,63251137
Bahria Town,5,6,17 Marla,46546638
G-13,8,8,39 Marla,118182705
DHA Phase 2,5,5,7 Marla,30586652
F-10,6,6,10 Marla,51779801
DHA Phase 2,8,8,33 Marla,101459929
DHA Phase 2,4,5,26 Marla,89364541
G-13,5,7,25 Marla,75491620
G-13,8,10,23 Marla,75754808
DHA Phase 2,7,8,26 Marla,83150338
F-10,9,11,24 Marla,117363575
DHA Phase 2,7,7,35 Marla,124470773
Bahria Town,6,6,23 Marla,54925218
DHA Phase 2,8,8,25 Marla,88531460
DHA Phase 2,9,11,26 Marla,87145585
DHA Phase 2,8,8,15 Marla,60254031
G-13,8,10,19 Marla,63328760
G-13,8,9,36 Marla,107363353
DHA Phase 2,3,5,5 Marla,20713948
G-13,5,6,22 Marla,56765751
DHA Phase 2,5,5,30 Marla,90468122
F-10,6,8,9 Marla,53371606
F-10,5,6,28 Marla,128035587
F-10,7,7,34 Marla,168497357
Bahria Town,6,6,28 Marla,77334239
DHA Phase 2,6,7,9 Marla,36359186
F-10,9,9,34 Marla,178800119
Bahria Town,5,7,27 Marla,64624939
F-10,4,4,12 Marla,58121897
DHA Phase 2,6,8,36 Marla,120270101
F-10,4,5,34 Marla,149223695
F-10,8,10,30 Marla,132505741
G-13,5,5,39 Marla,99317589
G-13,7,7,35 Marla,102272792
G-13,4,4,9 Marla,27838377
DHA Phase 2,6,6,15 Marla,54375266
F-10,7,9,21 Marla,95137809
F-10,5,5,11 Marla,57211258
G-13,6,6,17 Marla,48884981
Bahria Town,5,7,17 Marla,41591277
Bahria Town,8,10,16 Marla,46007926
G-13,4,6,33 Marla,85961571
Bahria Town,5,6,10 Marla,28593346
F-10,5,6,24 Marla,116378839
DHA Phase 2,8,8,21 Marla,75506216
G-13,6,8,36 Marla,104251127
DHA Phase 2,5,5,20 Marla,71604559
DHA Phase 2,7,9,17 Marla,63387547
F-10,4,4,32 Marla,163319975
F-10,5,5,32 Marla,142327038
DHA Phase 2,5,7,30 Marla,91712969
Bahria Town,4,5,10 Marla,28072818
Bahria Town,3,3,10 Marla,26058250
F-10,7,8,17 Marla,79574593
F-10,5,5,31 Marla,145481879
F-10,6,7,9 Marla,49307436
Bahria Town,6,6,16 Marla,47597956
G-13,3,4,8 Marla,25869506
Bahria Town,4,6,34 Marla,82938975
Bahria Town,8,8,19 Marla,49319064
F-10,3,3,10 Marla,47124407
F-10,5,7,10 Marla,55664792
G-13,9,11,33 Marla,95608079
F-10,5,5,9 Marla,51547764
F-10,2,4,5 Marla,24138092
G-13,9,10,19 Marla,65034368
Bahria Town,3,5,13 Marla,32715409
G-13,5,6,33 Marla,95254598
F-10,4,6,12 Marla,64024349
G-13,4,5,13 Marla,38619537
F-10,3,5,6 Marla,31000154
DHA Phase 2,4,5,5 Marla,21653928
G-13,5,7,40 Marla,115606268
F-10,5,6,31 Marla,158939330
DHA Phase 2,9,11,23 Marla,75216646
DHA Phase 2,4,4,30 Marla,96925234
F-10,6,6,8 Marla,46112507
DHA Phase 2,8,9,35 Marla,121988885
F-10,5,6,28 Marla,141726870
F-10,6,7,14 Marla,70632018
G-13,7,9,35 Marla,89401052
G-13,9,11,31 Marla,98800245
DHA Phase 2,5,6,24 Marla,73218623
G-13,4,5,30 Marla,84218824
DHA Phase 2,4,6,5 Marla,22107864
Bahria Town,7,7,31 Marla,84531484
F-10,6,8,9 Marla,44847015
DHA Phase 2,5,6,37 Marla,121205893
Bahria Town,8,9,31 Marla,82867601
DHA Phase 2,8,10,29 Marla,107770086
Bahria Town,4,5,24 Marla,62302792
F-10,6,6,19 Marla,96164254
DHA Phase 2,8,8,20 Marla,68537623
G-13,3,3,9 Marla,28647701
G-13,6,6,11 Marla,33910866
Bahria Town,8,9,31 Marla,84185941
F-10,7,8,26 Marla,125865691
Bahria Town,4,6,34 Marla,78727403
F-10,8,10,23 Marla,123161286
Bahria Town,2,4,5 Marla,14320487
F-10,4,5,20 Marla,103260210
DHA Phase 2,4,6,36 Marla,123373229
F-10,4,4,21 Marla,98528549
DHA Phase 2,9,9,36 Marla,132949263
DHA Phase 2,9,10,27 Marla,99568639
F-10,6,7,9 Marla,48707661
Bahria Town,8,9,38 Marla,98093748
DHA Phase 2,4,4,6 Marla,22333319
F-10,5,6,11 Marla,59850578
DHA Phase 2,9,10,28 Marla,95538079
DHA Phase 2,4,6,28 Marla,97391377
F-10,7,8,28 Marla,136293683
G-13,5,6,15 Marla,41785873
DHA Phase 2,7,8,40 Marla,124547572
DHA Phase 2,5,7,28 Marla,99470079
G-13,8,10,31 Marla,81302039
F-10,9,11,39 Marla,204007494
DHA Phase 2,4,4,34 Marla,114786462
DHA Phase 2,8,9,24 Marla,82620886
G-13,4,5,39 Marla,95212856
DHA Phase 2,7,7,34 Marla,116332585
G-13,6,8,27 Marla,75186314
Bahria Town,5,7,32 Marla,82011151
G-13,7,7,34 Marla,104685073
G-13,4,5,9 Marla,30145786
G-13,4,5,28 Marla,81862750
G-13,9,10,23 Marla,74786018
F-10,7,9,30 Marla,134043266
DHA Phase 2,5,7,17 Marla,54213568
DHA Phase 2,7,9,30 Marla,104807303
G-13,6,8,33 Marla,87397305
DHA Phase 2,4,4,39 Marla,120089671
DHA Phase 2,8,8,34 Marla,114946226
Bahria Town,6,7,10 Marla,29692127
F-10,7,8,37 Marla,161220520
Bahria Town,4,4,7 Marla,20127377
G-13,4,4,28 Marla,75575560
DHA Phase 2,4,4,10 Marla,39064798
DHA Phase 2,6,7,23 Marla,75848408
G-13,7,7,35 Marla,92116652
G-13,6,7,18 Marla,50702026
Bahria Town,6,8,12 Marla,35075955
Bahria Town,3,4,10 Marla,27492800
G-13,9,10,34 Marla,93673341
F-10,7,8,35 Marla,171840614
G-13,4,5,15 Marla,41331004
F-10,9,10,28 Marla,128590300
Bahria Town,7,7,36 Marla,81694413
Bahria Town,9,9,35 Marla,91950932
Bahria Town,6,7,39 Marla,87791922
DHA Phase 2,6,7,13 Marla,52458911
DHA Phase 2,8,9,36 Marla,123435976
DHA Phase 2,8,9,23 Marla,85473705
DHA Phase 2,7,8,21 Marla,74043789
DHA Phase 2,4,4,6 Marla,25282483
DHA Phase 2,8,8,16 Marla,65644418
F-10,8,10,40 Marla,182727324
F-10,8,9,26 Marla,124863454
G-13,9,10,38 Marla,100173466
Bahria Town,7,8,17 Marla,51757529
G-13,8,9,30 Marla,83441673
G-13,7,7,15 Marla,43367166
DHA Phase 2,9,11,35 Marla,111130332
Bahria Town,4,4,26 Marla,57932135
Bahria Town,5,7,21 Marla,56472183
DHA Phase 2,7,9,17 Marla,64133653
DHA Phase 2,8,10,31 Marla,110781325
DHA Phase 2,5,6,35 Marla,107874625
F-10,7,8,40 Marla,186322547
F-10,6,8,30 Marla,152052788
F-10,4,4,28 Marla,136869896
Bahria Town,7,9,26 Marla,72063693
DHA Phase 2,4,5,10 Marla,34014927
G-13,9,11,40 Marla,120726519
F-10,5,7,24 Marla,114547854
F-10,6,6,30 Marla,149241335
DHA Phase 2,4,6,6 Marla,24552915
G-13,4,4,24 Marla,60107819
G-13,7,9,24 Marla,65851379
F-10,4,4,13 Marla,63443285
G-13,4,6,11 Marla,36042103
G-13,8,8,18 Marla,56022305
Bahria Town,3,3,5 Marla,14704352
DHA Phase 2,7,9,23 Marla,84597765
DHA Phase 2,6,8,30 Marla,102136809
F-10,5,5,15 Marla,76820157
